Jan 20 2020     12:34:26 pm     Elt: 000000 Seconds.  Real Time: 000405
ID: No spectrum identifier defined
Memory Size: 2048 Chls  Conversion Gain: 2048  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 000
  13,        0, 000
  14,        0, 000
  15,        0, 000
  16,        0, 000
  17,        0, 000
  18,        0, 000
  19,        0, 000
  20,        0, 000
  21,        0, 000
  22,        0, 000
  23,        0, 000
  24,        0, 000
  25,        0, 000
  26,        0, 000
  27,       15, 000
  28,      514, 000
  29,     1438, 000
  30,     1246, 000
  31,     1027, 000
  32,      815, 000
  33,      747, 000
  34,      655, 000
  35,      644, 000
  36,      589, 000
  37,      651, 000
  38,      590, 000
  39,      569, 000
  40,      542, 000
  41,      581, 000
  42,      539, 000
  43,      547, 000
  44,      554, 000
  45,      483, 000
  46,      548, 000
  47,      540, 000
  48,      507, 000
  49,      488, 000
  50,      443, 000
  51,      448, 000
  52,      453, 000
  53,      493, 000
  54,      467, 000
  55,      425, 000
  56,      439, 000
  57,      437, 000
  58,      421, 000
  59,      416, 000
  60,      448, 000
  61,      434, 000
  62,      441, 000
  63,      497, 000
  64,      421, 000
  65,      415, 000
  66,      424, 000
  67,      390, 000
  68,      446, 000
  69,      445, 000
  70,      398, 000
  71,      491, 000
  72,      444, 000
  73,      438, 000
  74,      492, 000
  75,      492, 000
  76,      464, 000
  77,      431, 000
  78,      462, 000
  79,      468, 000
  80,      446, 000
  81,      463, 000
  82,      447, 000
  83,      486, 000
  84,      473, 000
  85,      447, 000
  86,      468, 000
  87,      473, 000
  88,      511, 000
  89,      495, 000
  90,      518, 000
  91,      520, 000
  92,      517, 000
  93,      493, 000
  94,      491, 000
  95,      485, 000
  96,      485, 000
  97,      528, 000
  98,      484, 000
  99,      496, 000
 100,      491, 000
 101,      535, 000
 102,      553, 000
 103,      493, 000
 104,      498, 000
 105,      558, 000
 106,      496, 000
 107,      535, 000
 108,      456, 000
 109,      502, 000
 110,      514, 000
 111,      526, 000
 112,      530, 000
 113,      504, 000
 114,      543, 000
 115,      515, 000
 116,      523, 000
 117,      518, 000
 118,      530, 000
 119,      507, 000
 120,      554, 000
 121,      509, 000
 122,      569, 000
 123,      515, 000
 124,      537, 000
 125,      561, 000
 126,      514, 000
 127,      513, 000
 128,      522, 000
 129,      519, 000
 130,      555, 000
 131,      600, 000
 132,      518, 000
 133,      539, 000
 134,      525, 000
 135,      522, 000
 136,      551, 000
 137,      570, 000
 138,      566, 000
 139,      572, 000
 140,      531, 000
 141,      550, 000
 142,      584, 000
 143,      593, 000
 144,      585, 000
 145,      552, 000
 146,      524, 000
 147,      578, 000
 148,      589, 000
 149,      551, 000
 150,      552, 000
 151,      599, 000
 152,      575, 000
 153,      581, 000
 154,      559, 000
 155,      559, 000
 156,      602, 000
 157,      585, 000
 158,      562, 000
 159,      575, 000
 160,      583, 000
 161,      629, 000
 162,      577, 000
 163,      587, 000
 164,      526, 000
 165,      557, 000
 166,      610, 000
 167,      611, 000
 168,      565, 000
 169,      592, 000
 170,      589, 000
 171,      581, 000
 172,      606, 000
 173,      674, 000
 174,      566, 000
 175,      598, 000
 176,      588, 000
 177,      573, 000
 178,      604, 000
 179,      563, 000
 180,      644, 000
 181,      608, 000
 182,      594, 000
 183,      612, 000
 184,      574, 000
 185,      571, 000
 186,      598, 000
 187,      565, 000
 188,      572, 000
 189,      562, 000
 190,      606, 000
 191,      597, 000
 192,      562, 000
 193,      598, 000
 194,      582, 000
 195,      567, 000
 196,      596, 000
 197,      633, 000
 198,      607, 000
 199,      605, 000
 200,      556, 000
 201,      581, 000
 202,      620, 000
 203,      603, 000
 204,      557, 000
 205,      612, 000
 206,      560, 000
 207,      605, 000
 208,      514, 000
 209,      613, 000
 210,      590, 000
 211,      615, 000
 212,      523, 000
 213,      584, 000
 214,      563, 000
 215,      597, 000
 216,      548, 000
 217,      578, 000
 218,      570, 000
 219,      572, 000
 220,      585, 000
 221,      560, 000
 222,      570, 000
 223,      580, 000
 224,      578, 000
 225,      648, 000
 226,      590, 000
 227,      616, 000
 228,      520, 000
 229,      603, 000
 230,      561, 000
 231,      585, 000
 232,      556, 000
 233,      556, 000
 234,      617, 000
 235,      556, 000
 236,      569, 000
 237,      557, 000
 238,      551, 000
 239,      556, 000
 240,      596, 000
 241,      550, 000
 242,      534, 000
 243,      521, 000
 244,      520, 000
 245,      560, 000
 246,      564, 000
 247,      541, 000
 248,      593, 000
 249,      569, 000
 250,      545, 000
 251,      541, 000
 252,      534, 000
 253,      523, 000
 254,      528, 000
 255,      547, 000
 256,      549, 000
 257,      530, 000
 258,      552, 000
 259,      553, 000
 260,      525, 000
 261,      525, 000
 262,      509, 000
 263,      541, 000
 264,      506, 000
 265,      533, 000
 266,      536, 000
 267,      525, 000
 268,      569, 000
 269,      534, 000
 270,      505, 000
 271,      526, 000
 272,      542, 000
 273,      553, 000
 274,      527, 000
 275,      529, 000
 276,      525, 000
 277,      497, 000
 278,      499, 000
 279,      571, 000
 280,      515, 000
 281,      534, 000
 282,      505, 000
 283,      523, 000
 284,      483, 000
 285,      522, 000
 286,      487, 000
 287,      486, 000
 288,      512, 000
 289,      526, 000
 290,      535, 000
 291,      538, 000
 292,      445, 000
 293,      478, 000
 294,      474, 000
 295,      526, 000
 296,      486, 000
 297,      496, 000
 298,      467, 000
 299,      528, 000
 300,      516, 000
 301,      480, 000
 302,      506, 000
 303,      447, 000
 304,      515, 000
 305,      480, 000
 306,      472, 000
 307,      488, 000
 308,      452, 000
 309,      499, 000
 310,      435, 000
 311,      460, 000
 312,      452, 000
 313,      445, 000
 314,      472, 000
 315,      508, 000
 316,      471, 000
 317,      469, 000
 318,      437, 000
 319,      519, 000
 320,      452, 000
 321,      490, 000
 322,      457, 000
 323,      479, 000
 324,      459, 000
 325,      481, 000
 326,      498, 000
 327,      456, 000
 328,      439, 000
 329,      468, 000
 330,      396, 000
 331,      454, 000
 332,      440, 000
 333,      406, 000
 334,      480, 000
 335,      464, 000
 336,      438, 000
 337,      425, 000
 338,      433, 000
 339,      423, 000
 340,      443, 000
 341,      425, 000
 342,      395, 000
 343,      439, 000
 344,      420, 000
 345,      448, 000
 346,      417, 000
 347,      424, 000
 348,      430, 000
 349,      426, 000
 350,      405, 000
 351,      428, 000
 352,      396, 000
 353,      410, 000
 354,      411, 000
 355,      425, 000
 356,      376, 000
 357,      408, 000
 358,      357, 000
 359,      382, 000
 360,      386, 000
 361,      381, 000
 362,      404, 000
 363,      373, 000
 364,      375, 000
 365,      406, 000
 366,      374, 000
 367,      381, 000
 368,      392, 000
 369,      382, 000
 370,      370, 000
 371,      384, 000
 372,      343, 000
 373,      395, 000
 374,      346, 000
 375,      366, 000
 376,      389, 000
 377,      383, 000
 378,      379, 000
 379,      357, 000
 380,      362, 000
 381,      374, 000
 382,      369, 000
 383,      358, 000
 384,      384, 000
 385,      374, 000
 386,      353, 000
 387,      346, 000
 388,      355, 000
 389,      367, 000
 390,      354, 000
 391,      326, 000
 392,      326, 000
 393,      349, 000
 394,      337, 000
 395,      356, 000
 396,      327, 000
 397,      327, 000
 398,      352, 000
 399,      355, 000
 400,      314, 000
 401,      312, 000
 402,      342, 000
 403,      330, 000
 404,      337, 000
 405,      307, 000
 406,      335, 000
 407,      303, 000
 408,      352, 000
 409,      311, 000
 410,      307, 000
 411,      318, 000
 412,      314, 000
 413,      326, 000
 414,      328, 000
 415,      317, 000
 416,      285, 000
 417,      293, 000
 418,      292, 000
 419,      284, 000
 420,      278, 000
 421,      297, 000
 422,      328, 000
 423,      277, 000
 424,      282, 000
 425,      271, 000
 426,      267, 000
 427,      307, 000
 428,      289, 000
 429,      254, 000
 430,      291, 000
 431,      298, 000
 432,      265, 000
 433,      298, 000
 434,      263, 000
 435,      259, 000
 436,      274, 000
 437,      287, 000
 438,      244, 000
 439,      251, 000
 440,      288, 000
 441,      263, 000
 442,      254, 000
 443,      273, 000
 444,      261, 000
 445,      263, 000
 446,      231, 000
 447,      229, 000
 448,      239, 000
 449,      256, 000
 450,      246, 000
 451,      240, 000
 452,      255, 000
 453,      244, 000
 454,      224, 000
 455,      242, 000
 456,      230, 000
 457,      234, 000
 458,      252, 000
 459,      233, 000
 460,      229, 000
 461,      203, 000
 462,      232, 000
